src,tgt
11-46-41=,-76
47+42+45=,134
48+(45-42)=,51
10+17-15=,12
49+45-48=,46
(15-13)+49=,51
(42+13)-16=,39
(14+15)-41=,-12
48-(10+46)=,-8
42-15+46=,73
(44+12)-11=,45
13+48-47=,14
17+(41-43)=,15
48+46+16=,110
43-(16+46)=,-19
(15-42)+12=,-15
15-48-10=,-43
(46+49)-12=,83
44+10+41=,95
(17+16)-14=,19
15+11-48=,-22
44+42-14=,72
45-41+44=,48
47+17+42=,106
43-42+47=,48
13+41-11=,43
(10-12)+43=,41
45-15+12=,42
10-16-49=,-55
44-44+48=,48
49-14+48=,83
48-(46+45)=,-43
47-15+17=,49
(14+49)-42=,21
(43-10)+16=,49
12+15-13=,14
47+47+41=,135
42+(12-41)=,13
48-(45+10)=,-7
(10-44)+11=,-23
42+17-42=,17
(14+48)-45=,17
(11+48)-16=,43
10+46-43=,13
47+48+45=,140
16+(47-47)=,16
(45+48)-17=,76
12+(10-47)=,-25
15+11-46=,-20
43+15+13=,71
49+(12-11)=,50
47+12+49=,108
48-43-17=,-12
(45+16)-16=,45
45+11+48=,104
46-(46+44)=,-44
(47+10)-10=,47
(47-17)+46=,76
(44+41)-44=,41
47+45-12=,80
15+(43-12)=,46
13-47-48=,-82
11+12+16=,39
43-16-14=,13
48-(11+48)=,-11
12+16+46=,74
49+(13-12)=,50
(44-42)+46=,48
49+42+14=,105
(41+11)-46=,6
12+16-41=,-13
43-42+14=,15
(41-45)+16=,12
14+41+44=,99
12+11+10=,33
17+(45-11)=,51
10+42+45=,97
45-(48+42)=,-45
(44+41)-42=,43
13+42-10=,45
(43+49)-49=,43
13-11+46=,48
44-12+42=,74
15-42-12=,-39
(17-47)+47=,17
47+14-42=,19
42+(17-14)=,45
43-49+43=,37
(47-43)+11=,15
10-10-17=,-17
(48+14)-49=,13
49-(44+11)=,-6
48+49-44=,53
44-(43+43)=,-42
45-(15+46)=,-16
16+(15-10)=,21
44+46+44=,134
(16-47)+48=,17
43+13-12=,44
42+17-43=,16
10-47-44=,-81
16-11-44=,-39
44+15+42=,101
(14+12)-17=,9
47+42-17=,72
(49+47)-48=,48
(43-48)+47=,42
17+46+11=,74
43-14-45=,-16
(16-49)+44=,11
43-12-17=,14
49+15+14=,78
(10-46)+43=,7
41-10-44=,-13
45+47+12=,104
11-(15+44)=,-48
17-(45+46)=,-74
(48-10)+42=,80
48+43-13=,78
42+42+16=,100
13-41+41=,13
(11-17)+48=,42
46-14-13=,19
(41+13)-16=,38
14+(15-17)=,12
(42-41)+14=,15
(12-12)+47=,47
48-13+17=,52
49-12-11=,26
14-47-10=,-43
17+16+47=,80
(17+49)-43=,23
48-42+46=,52
43+17+43=,103
(12-48)+47=,11
(12-16)+13=,9
14+(11-49)=,-24
45-14+45=,76
14+44-49=,9
43+(45-49)=,39
42-13+13=,42
11+(13-41)=,-17
(46+44)-12=,78
14+16-46=,-16
11+13+41=,65
(48+42)-43=,47
13-(16+12)=,-15
(46-12)+43=,77
46-41-49=,-44
44-44-14=,-14
11+10-11=,10
(43-43)+14=,14
(13+16)-41=,-12
16+11+10=,37
49-15+45=,79
47-(48+49)=,-50
(10-16)+49=,43
15-48-17=,-50
43-41+43=,45
(11+44)-10=,45
14-(43+15)=,-44
(16+16)-10=,22
49+(10-43)=,16
44+15+12=,71
12+(41-42)=,11
49+42-13=,78
42+43+46=,131
(12-15)+44=,41
48+14+15=,77
(16+49)-13=,52
17-47+11=,-19
45-11+42=,76
45-44+11=,12
(45-48)+14=,11
48-42+47=,53
43+(16-14)=,45
16-(10+15)=,-9
(10-49)+10=,-29
11-48-12=,-49
48-(14+48)=,-14
(10-16)+12=,6
11+44-45=,10
10-(48+11)=,-49
46+(11-49)=,8
11-15-12=,-16
12-16-46=,-50
13-43+44=,14
15-(43+48)=,-76
49-(49+10)=,-10
10-15-44=,-49
16-16+42=,42
43+(41-16)=,68
(49-41)+42=,50
44-16+44=,72
(47-17)+42=,72
(44+49)-11=,82
41-43-47=,-49
43-(15+46)=,-18
47-43+41=,45
45+48+46=,139
10+48+45=,103
43+(14-15)=,42
41-(10+47)=,-16
45+(13-43)=,15
(10-15)+46=,41
41+13+41=,95
48-47+15=,16
42+47+45=,134
(45-16)+43=,72
44-(13+41)=,-10
12-17-15=,-20
14+45+11=,70
(42-15)+14=,41
46+47+13=,106
17+42-16=,43
48+(42-48)=,42
(44-10)+47=,81
12-43+10=,-21
14+41-42=,13
48-16-10=,22
47+43-43=,47
16-42-42=,-68
11-41+48=,18
14+15-16=,13
11-49+45=,7
47+42-16=,73
47-(49+16)=,-18
13+49-41=,21
14+13-15=,12
(49-48)+49=,50
41+41-48=,34
42-43+49=,48
(16-45)+11=,-18
41-42+14=,13
(13-13)+12=,12
15+(46-48)=,13
10+13-48=,-25
48+(46-41)=,53
(13-44)+17=,-14
17-(10+13)=,-6
43-47-41=,-45
47+10+13=,70
45+44-12=,77
42-17+17=,42
48+15-15=,48
47+45+41=,133
14-(17+48)=,-51
44-17-48=,-21
(45+47)-41=,51
(15-49)+42=,8
15-42+14=,-13
48-(15+17)=,16
47-(41+45)=,-39
(13-45)+45=,13
10+(42-10)=,42
10-(46+11)=,-47
49+17+14=,80
16+(13-42)=,-13
(10+46)-17=,39
11-43-11=,-43
43+48-13=,78
17+46-42=,21
14+(11-47)=,-22
17-45-49=,-77
49+49-43=,55
41-(49+43)=,-51
15-17+43=,41
14-43+12=,-17
12-49-41=,-78
10-11-42=,-43
(43-12)+12=,43
(15+46)-42=,19
13-11+43=,45
44-(41+41)=,-38
17+11-10=,18
47+47-10=,84
13+11-11=,13
15+45+49=,109
12-(49+14)=,-51
15+(44-15)=,44
41-16+11=,36
47-(47+44)=,-44
(14+44)-47=,11
14+15+11=,40
13-11-46=,-44
11+43+41=,95
(41+41)-14=,68
48-49-42=,-43
43-14-43=,-14
11-10-16=,-15
12-45-17=,-50
12+43-15=,40
44-(14+11)=,19
48-45-41=,-38
45+(47-15)=,77
(43-11)+16=,48
17+12+42=,71
11-44-46=,-79
(15+48)-48=,15
(15+10)-49=,-24
17+(45-41)=,21
42-44+17=,15
46+48-16=,78
43-42-46=,-45
14-49-11=,-46
(41-41)+47=,47
13+12-11=,14
17+48-45=,20
49-41-11=,-3
11+(11-13)=,9
15-(17+44)=,-46
41+(44-16)=,69
48+44-48=,44
49-41-43=,-35
10-12+11=,9
41-(17+49)=,-25
16+(14-16)=,14
12+48-10=,50
10+(44-43)=,11
(48+10)-49=,9
44-48+48=,44
46+45-45=,46
16+(16-45)=,-13
12-12-46=,-46
(12-45)+14=,-19
45+43-16=,72
48-49+46=,45
44+(48-46)=,46
43+42+46=,131
42-13-11=,18
(43+45)-16=,72
17-(17+12)=,-12
11+44-42=,13
(48+14)-15=,47
13+(17-14)=,16
(12+49)-46=,15
(12+16)-11=,17
44+(17-43)=,18
12-10-44=,-42
43+(15-12)=,46
44+11-11=,44
41-44-41=,-44
43+45+13=,101
11+17+48=,76
41-(48+44)=,-51
15+(46-42)=,19
42-46+43=,39
43-13+44=,74
17-44-13=,-40
47+12-14=,45
10-(45+47)=,-82
44-(45+46)=,-47
42-(49+13)=,-20
11-(11+48)=,-48
12+44+11=,67
12+48-46=,14
42+14+42=,98
10+(41-46)=,5
15-13-14=,-12
(11+17)-44=,-16
17-(46+16)=,-45
13+45+41=,99
46-45-43=,-42
(16+14)-44=,-14
(43-11)+14=,46
(16-49)+17=,-16
44-14-11=,19
(46+46)-15=,77
48+15+41=,104
(13+15)-48=,-20
13-43+10=,-20
43-45-49=,-51
(49+11)-42=,18
(17+41)-45=,13
16-47+11=,-20
(49+17)-44=,22
14+(41-49)=,6
41+(17-43)=,15
44+(49-44)=,49
44-45+17=,16
44-(44+12)=,-12
17+11-15=,13
(17-48)+44=,13
15+(48-11)=,52
(12+45)-13=,44
(10+10)-10=,10
15-44+42=,13
(17+49)-14=,52
42-(49+14)=,-21
(43-46)+14=,11
11+47-17=,41
41-42+11=,10
17+11+12=,40
17-46+15=,-14
(11+46)-47=,10
10+(43-42)=,11
41+48+13=,102
(45+43)-44=,44
14+49+48=,111
(15+43)-11=,47
47-10+46=,83
(47-10)+14=,51
16-(47+49)=,-80
44+(14-41)=,17
12-47-48=,-83
12+48+45=,105
48+47+14=,109
(16-16)+49=,49
11-14-48=,-51
41+42-13=,70
48+(49-46)=,51
44-(48+44)=,-48
(49-10)+10=,49
(49-16)+43=,76
(13+42)-47=,8
44-12-12=,20
47+(47-45)=,49
(15-14)+47=,48
48+45-47=,46
47-(13+43)=,-9
11+16+43=,70
(45-11)+15=,49
(14+12)-48=,-22
13-48-13=,-48
(13-48)+44=,9
17+42+17=,76
(44-42)+41=,43
49+45-17=,77
(45+14)-41=,18
42-(10+17)=,15
42+46-44=,44
44-17-44=,-17
11+41-42=,10
44-43+43=,44
11+(43-46)=,8
45+(10-14)=,41
41+44+49=,134
(15+41)-13=,43
16-49+45=,12
41-16-41=,-16
47+44+11=,102
48-48-10=,-10
16+(16-48)=,-16
(17-12)+47=,52
(16+10)-14=,12
47-41-45=,-39
(14-44)+41=,11
(46-13)+46=,79
(48-41)+45=,52
41-44-47=,-50
10+(12-41)=,-19
(46+16)-10=,52
(12+49)-49=,12
42-(46+16)=,-20
(16-16)+41=,41
14+(47-12)=,49
45+(42-16)=,71
(47+15)-46=,16
43-13+10=,40
16-(49+14)=,-47
42-(41+11)=,-10
15-(48+42)=,-75
(46+13)-10=,49
10+46+42=,98
16+10+17=,43
16-(12+48)=,-44
46+14-13=,47
45-(45+44)=,-44
13+42-46=,9
10-(48+45)=,-83
(42+15)-41=,16
15-45-41=,-71
17-(44+43)=,-70
(12+48)-16=,44
41+(47-45)=,43
10-(13+49)=,-52
11+44+13=,68
46+49+44=,139
14-10-41=,-37
12+(10-46)=,-24
49+(46-16)=,79
44-10-41=,-7
43+43-17=,69
17+12-14=,15
11-48+17=,-20
(13+13)-45=,-19
13+42+11=,66
47+17+48=,112
16+(43-41)=,18
(10+43)-10=,43
47+44+49=,140
17-(12+13)=,-8
49+46+47=,142
16+49+46=,111
(47-46)+13=,14
46-46+13=,13
(16-46)+11=,-19
(41+41)-47=,35
(17-11)+45=,51
17-(46+49)=,-78
10-16-47=,-53
10+12-43=,-21
17-49+47=,15
17+16-16=,17
(12+13)-42=,-17
(46-42)+44=,48
(12-15)+42=,39
(46+49)-43=,52
(41-10)+41=,72
(45-13)+42=,74
(14+47)-45=,16
48+(16-48)=,16
47-13+47=,81
49+(10-16)=,43
(11-43)+42=,10
10-11+17=,16
45+43+46=,134
14+(15-14)=,15
(17-45)+41=,13
16+(12-49)=,-21
45+17-44=,18
(13+16)-46=,-17
16-16-10=,-10
48-49+43=,42
(11-44)+12=,-21
47+(12-45)=,14
(12-45)+46=,13
10-15-47=,-52
14-43-13=,-42
(17+14)-15=,16
46+14+14=,74
42-15+47=,74
14+(47-41)=,20
47-(13+45)=,-11
11+14+16=,41
42+11-14=,39
44+16+16=,76
(16-14)+11=,13
16+44-46=,14
12-(43+14)=,-45
43+44+48=,135
46+(42-41)=,47
(14-15)+10=,9
44-43+12=,13
(11-17)+45=,39
10-42+47=,15
13-11+49=,51
11-49+49=,11
47-10-42=,-5
47+46-41=,52
(43-48)+11=,6
47+13+47=,107
17-41+16=,-8
45-10+48=,83
(15+11)-43=,-17
(14-43)+48=,19
48+41+46=,135
(17-42)+49=,24
11-(42+42)=,-73
41-47+49=,43
12+(42-47)=,7
15+48+46=,109
14+11-47=,-22
46+46-14=,78
11+11-46=,-24
13-45+11=,-21
47-(46+45)=,-44
(10+14)-43=,-19
(12+13)-49=,-24
11-42+44=,13
10-10+44=,44
12-10-49=,-47
49-47-16=,-14
48-(48+13)=,-13
42-(48+11)=,-17
45-(12+48)=,-15
14-45-45=,-76
(12-48)+43=,7
41+(11-41)=,11
(46+48)-17=,77
16+14-47=,-17
48+42+12=,102
(46+47)-16=,77
15-(15+16)=,-16
15+45-49=,11
42+(45-16)=,71
48+14-47=,15
(47-15)+46=,78
45-10+47=,82
(43+43)-16=,70
(43-12)+42=,73
(45+14)-11=,48
(15+43)-43=,15
12+12+45=,69
11-(41+45)=,-75
49-45-46=,-42
45+10-12=,43
16-10+44=,50
(41+49)-10=,80
11+(47-43)=,15
12+17+15=,44
(42-46)+43=,39
13+17-46=,-16
43-(43+10)=,-10
49-12-45=,-8
43-(44+14)=,-15
(45+43)-42=,46
43-43-45=,-45
16+48-49=,15
12+(15-15)=,12
49+17-16=,50
10-(14+11)=,-15
45-44+15=,16
(12+49)-11=,50
(16-47)+10=,-21
(42+15)-15=,42
13-41-48=,-76
(10-11)+10=,9
(11+43)-15=,39
10-(15+10)=,-15
(12+13)-46=,-21
49-49-43=,-43
45-(17+15)=,13
10-(48+12)=,-50
41-(17+17)=,7
14-(10+47)=,-43
14+15+49=,78
(41+46)-16=,71
49+10+49=,108
48+(44-46)=,46
48+14-43=,19
15+(46-10)=,51
(10+16)-15=,11
41-44-10=,-13
12+(16-17)=,11
46+(45-44)=,47
12+(11-13)=,10
11-(48+15)=,-52
48+(14-46)=,16
(10+10)-45=,-25
42-42-44=,-44
(13+42)-48=,7
41-16+45=,70
41+48-49=,40
(42-43)+14=,13
49-44+45=,50
(15-16)+45=,44
(49+46)-47=,48
16-15+10=,11
41-45-41=,-45
46-48+45=,43
16+15-47=,-16
45-47-10=,-12
11-(13+13)=,-15
46-45+13=,14
(48-10)+17=,55
46+13+49=,108
43-10-13=,20
44+(17-47)=,14
11-(15+47)=,-51
41+47+46=,134
10-(47+46)=,-83
(47+44)-15=,76
16+45-45=,16
(43+14)-49=,8
(43-15)+45=,73
49+(13-15)=,47
(47+46)-45=,48
(42-49)+12=,5
16-11+44=,49
45+43-46=,42
43-12+17=,48
11-44+48=,15
(14+14)-10=,18
48+(45-43)=,50
42-(11+45)=,-14
16+49+45=,110
(43+42)-14=,71
17-10-46=,-39
(48+47)-47=,48
11+42-49=,4
10+11+17=,38
46+12+49=,107
48+44-47=,45
(42+47)-11=,78
(15+47)-11=,51
(41+13)-12=,42
12+41-14=,39
(46-45)+43=,44
47-(42+44)=,-39
(47+45)-42=,50
