src,tgt
39-(36+49)=,-46
(39+36)-48=,27
(43+43)-34=,52
48+49-36=,61
42-37+35=,40
42-(39+35)=,-32
49-49+41=,41
44+41-40=,45
45-38-35=,-28
(49+44)-38=,55
45-(36+49)=,-40
44+43-46=,41
36+38-38=,36
40-(44+39)=,-43
36-38-41=,-43
(36+35)-37=,34
35-(48+34)=,-47
44+43+34=,121
39-(41+38)=,-40
48+42-39=,51
38-(40+38)=,-40
(40-44)+37=,33
48-(46+46)=,-44
(35-42)+40=,33
44+36-48=,32
34+(36-38)=,32
45+41+46=,132
34+34-34=,34
(41-41)+42=,42
36-48+40=,28
46-40-45=,-39
41-36+37=,42
48-40-43=,-35
38+(49-47)=,40
37+(39-45)=,31
39-40-47=,-48
35-46+40=,29
(39+41)-41=,39
(37+39)-37=,39
(48-43)+41=,46
(45+36)-43=,38
38-49+35=,24
49-41+34=,42
43-41-39=,-37
(42+42)-37=,47
(41+34)-40=,35
34-45-47=,-58
48+(43-43)=,48
(48+40)-39=,49
34-39+42=,37
44-35+35=,44
36+45-34=,47
(43+35)-35=,43
(47+42)-44=,45
36+44-45=,35
46+39-48=,37
47-(49+38)=,-40
(41-42)+46=,45
(36+42)-39=,39
41+36+37=,114
42-41+39=,40
38+(39-47)=,30
46-38+46=,54
39+(46-42)=,43
39-(47+40)=,-48
49+47-40=,56
35+(43-37)=,41
34+(49-42)=,41
(36+45)-38=,43
41-35+35=,41
36+(36-38)=,34
48-38+46=,56
(48+43)-34=,57
36+46-44=,38
48-(44+35)=,-31
39+42+37=,118
38-35+45=,48
36+39-42=,33
37+(43-37)=,43
(47+47)-47=,47
36+49+38=,123
40-40-46=,-46
44+(40-46)=,38
39-36-44=,-41
(38+47)-40=,45
(36-37)+35=,34
(44+37)-38=,43
(43-43)+37=,37
49-(46+46)=,-43
34+36-35=,35
40+(41-39)=,42
38+(38-41)=,35
41-45-41=,-45
(40-41)+36=,35
47-36-38=,-27
(42+46)-44=,44
47+(38-37)=,48
46-46-42=,-42
43-(36+43)=,-36
39+47+36=,122
35+40-43=,32
41-35+43=,49
38+49+41=,128
49-45-40=,-36
35-42+35=,28
40+48-43=,45
(42-46)+48=,44
48+(40-47)=,41
40+44+48=,132
44-43+47=,48
34+40+42=,116
41+40+39=,120
36+(41-49)=,28
49+(35-35)=,49
(40-36)+46=,50
42+34-46=,30
(44+44)-45=,43
43-46-36=,-39
46+43+42=,131
40+43+45=,128
38+40+40=,118
46+(38-34)=,50
36-(41+37)=,-42
36+47+42=,125
48-(35+44)=,-31
(49+35)-37=,47
34-(47+45)=,-58
47-(34+48)=,-35
(45+41)-48=,38
40+44-43=,41
37-36-35=,-34
(38+36)-47=,27
48-41-39=,-32
34-34+42=,42
(36+40)-49=,27
(39-42)+38=,35
36+34+48=,118
(36+39)-42=,33
(45-47)+49=,47
48+44+47=,139
35+44-43=,36
(41+41)-42=,40
38-36-42=,-40
39-(45+38)=,-44
48-40-36=,-28
(47+39)-40=,46
37-49-45=,-57
(37-42)+35=,30
44+46+42=,132
(39-44)+42=,37
38-(36+44)=,-42
(35+36)-45=,26
(37+39)-35=,41
(34-34)+46=,46
36-34-39=,-37
(35+34)-43=,26
41-40+39=,40
42-34+46=,54
(35+34)-39=,30
44+38+47=,129
37+(36-36)=,37
37-43+38=,32
43-36+49=,56
43-39-34=,-30
38-(46+37)=,-45
35+44-42=,37
37-44+49=,42
37+38+43=,118
35-(36+41)=,-42
41-36+46=,51
38-44+47=,41
49+37+37=,123
(43+44)-42=,45
(36+36)-43=,29
(44+43)-35=,52
(45+48)-34=,59
38+(43-42)=,39
40-(42+48)=,-50
(42+44)-45=,41
(36+36)-41=,31
35-39+40=,36
(44-39)+38=,43
41-(47+43)=,-49
40+42-46=,36
38+38-39=,37
(48+46)-40=,54
44+(49-38)=,55
40+(46-37)=,49
48+(42-36)=,54
48-42+47=,53
36+49-35=,50
37+(44-40)=,41
(45-39)+42=,48
43+36+34=,113
41-36-41=,-36
36-(42+43)=,-49
35-38-44=,-47
43-35-43=,-35
49+(48-37)=,60
(48+38)-47=,39
48-(40+36)=,-28
36+34-49=,21
(36-34)+41=,43
43-44-48=,-49
(45+47)-49=,43
48+34-44=,38
37-48+35=,24
39-38-46=,-45
37+49+41=,127
37-37-46=,-46
44+43+41=,128
34-(44+35)=,-45
(45+35)-43=,37
46-(42+40)=,-36
(40-40)+43=,43
34-44+36=,26
(35+37)-41=,31
42-(42+43)=,-43
(35+38)-40=,33
(47-35)+41=,53
42+(44-46)=,40
(35+48)-38=,45
36+46+42=,124
37+(44-44)=,37
40-40+48=,48
44-(36+46)=,-38
39+42+42=,123
43-(42+40)=,-39
(43-43)+49=,49
(42+34)-47=,29
41+45-40=,46
48+44-46=,46
43-48+44=,39
45+(40-43)=,42
40-49+34=,25
(43+45)-36=,52
(48-38)+42=,52
48-(40+37)=,-29
40+38-40=,38
42-42+40=,40
48-(39+48)=,-39
41+(36-43)=,34
39-(37+44)=,-42
49-(38+34)=,-23
45+34-37=,42
42-48-44=,-50
47+47-47=,47
(46-34)+39=,51
45-(41+48)=,-44
42+45+37=,124
36+40-42=,34
47-47-42=,-42
39+43+36=,118
47-(38+37)=,-28
(46-40)+45=,51
49-(47+38)=,-36
38-35-48=,-45
43+44+40=,127
41-(39+40)=,-38
42+36-44=,34
45-(38+34)=,-27
(49-41)+40=,48
43+(34-48)=,29
(36+48)-49=,35
(42-36)+37=,43
38+(45-41)=,42
48-37-43=,-32
(45+46)-43=,48
(35+43)-39=,39
(49+43)-36=,56
41-48+45=,38
40-49-34=,-43
36+(42-39)=,39
39-49+46=,36
47+36-38=,45
38-34+45=,49
(43-46)+35=,32
45-42+36=,39
46-49-34=,-37
45+37+38=,120
48+42+43=,133
36+41+48=,125
34-(39+39)=,-44
47+(45-44)=,48
37-42-39=,-44
36+34+45=,115
35-34+38=,39
44+(48-47)=,45
35+(43-47)=,31
(35-49)+43=,29
(43+49)-48=,44
49+34+40=,123
34-46+46=,34
45-43-44=,-42
43+35+42=,120
(39+37)-47=,29
48+48-35=,61
45+45+38=,128
36-37-41=,-42
(39+39)-41=,37
(40-43)+46=,43
46-47-40=,-41
44-47+34=,31
44+38+48=,130
40+37+42=,119
48-(45+43)=,-40
(45-44)+42=,43
41+36+45=,122
42+42+48=,132
(44-42)+46=,48
34+41-39=,36
39+48+43=,130
36-37-42=,-43
40-(42+40)=,-42
(44+48)-35=,57
35-46-41=,-52
34+45+46=,125
46-(43+48)=,-45
35-48+37=,24
45+(34-46)=,33
34+(44-49)=,29
(34+45)-41=,38
36+(36-41)=,31
(45-39)+35=,41
40-36-39=,-35
37-(39+41)=,-43
(40-41)+42=,41
48+38+41=,127
(44-47)+46=,43
(39+34)-35=,38
(38+39)-34=,43
49+(34-41)=,42
(43+37)-46=,34
37-43-48=,-54
48+(48-45)=,51
41+42+43=,126
49-48+47=,48
(35-48)+40=,27
46+38+36=,120
42-(47+36)=,-41
36-(49+38)=,-51
42-40-37=,-35
41-41-48=,-48
46-41-36=,-31
38-40+39=,37
42-(36+44)=,-38
48-35+34=,47
34-49+49=,34
35-(34+34)=,-33
42+42+38=,122
41-(39+39)=,-37
34+(42-47)=,29
43+36+46=,125
41+47-43=,45
48+35-48=,35
(48+44)-41=,51
44-37+48=,55
(42+41)-47=,36
(34-37)+38=,35
46-34-41=,-29
(41+42)-41=,42
(48+41)-47=,42
(36-42)+34=,28
41-44-47=,-50
45+40+34=,119
(39+34)-39=,34
38+44+48=,130
(34+40)-45=,29
34-(38+40)=,-44
49-(39+44)=,-34
49-40-40=,-31
46+34-38=,42
47-35+47=,59
44+(34-34)=,44
35-44-47=,-56
45-39+44=,50
38-(40+40)=,-42
49+49-41=,57
(36+42)-48=,30
44+49+39=,132
45-37+34=,42
41+36+47=,124
45+(47-39)=,53
(37-34)+39=,42
(37-39)+36=,34
34+45-48=,31
(35-45)+37=,27
(39-34)+38=,43
47-(36+39)=,-28
49+36-45=,40
34-42+36=,28
49-44+43=,48
39+(37-43)=,33
38-34+36=,40
(46-45)+42=,43
40+37+49=,126
(43-37)+42=,48
38-35-35=,-32
40-45-38=,-43
42-40+43=,45
39-45+49=,43
41-49-39=,-47
38-(37+39)=,-38
41+(35-48)=,28
39+(48-42)=,45
35-38+49=,46
49+35-38=,46
46+(43-43)=,46
44-48-47=,-51
(48-43)+38=,43
43-(40+36)=,-33
(46+42)-36=,52
46+41+39=,126
41-43+38=,36
37-39+47=,45
39-(46+36)=,-43
(46+45)-37=,54
35+45-36=,44
34+(34-44)=,24
44+48-48=,44
34+43+42=,119
46-43-36=,-33
(34-39)+35=,30
36+44-48=,32
47-(37+39)=,-29
48-(43+34)=,-29
35+37+48=,120
47-(43+34)=,-30
(36+48)-39=,45
35+42+47=,124
44-34+36=,46
48-(49+39)=,-40
40-34-40=,-34
38+45+44=,127
38-37-39=,-38
47+(43-40)=,50
45-38-34=,-27
(39-44)+45=,40
47-37-39=,-29
43-40+46=,49
38+(40-48)=,30
(44+39)-43=,40
40-(41+36)=,-37
45+(45-37)=,53
(47+48)-48=,47
(37-47)+46=,36
34+34+45=,113
(42+41)-48=,35
46+37+48=,131
(34-46)+49=,37
44-47+47=,44
36+38+44=,118
45-(44+44)=,-43
(36-42)+44=,38
(40-42)+41=,39
36+(43-48)=,31
44-45+35=,34
36+49-44=,41
44-49+41=,36
46+(44-34)=,56
38+49+36=,123
49+46-43=,52
34-(35+46)=,-47
(44+48)-37=,55
35-(44+41)=,-50
47-37+38=,48
38-(38+38)=,-38
49+(36-41)=,44
37+45+42=,124
34+37+34=,105
(43-48)+41=,36
43+(38-41)=,40
47-(49+49)=,-51
(49-42)+36=,43
46-(48+39)=,-41
(42+48)-49=,41
(34-47)+46=,33
43-38-36=,-31
46+(38-39)=,45
44-(39+43)=,-38
39-37+43=,45
38+42+44=,124
(38-37)+37=,38
35+(43-41)=,37
40+(39-41)=,38
(37+47)-45=,39
(43-34)+47=,56
(36+48)-34=,50
(40-49)+47=,38
47+36+48=,131
(41+46)-35=,52
37+41-34=,44
48-(44+39)=,-35
(49+34)-42=,41
41-(36+34)=,-29
(43+34)-34=,43
34-44+49=,39
36+(40-43)=,33
(35+39)-48=,26
42+48-34=,56
47+(37-35)=,49
35-(37+47)=,-49
38+41+45=,124
34+49+39=,122
39+(38-41)=,36
41-49+46=,38
43+(40-35)=,48
36-46-42=,-52
(41+36)-46=,31
40+(38-43)=,35
40-38+35=,37
(48+46)-41=,53
42+45+46=,133
42+40+34=,116
(44-37)+36=,43
(41-44)+38=,35
(41+35)-46=,30
44+46-40=,50
(46-41)+43=,48
47+38-43=,42
35-44+47=,38
(40-36)+38=,42
38+45-38=,45
37-39-43=,-45
(41+40)-38=,43
45-(48+39)=,-42
44-46+48=,46
35+47+43=,125
47+(46-49)=,44
48-48-44=,-44
45+46-49=,42
(34-44)+44=,34
(49+41)-46=,44
(45-45)+48=,48
(47+40)-36=,51
(45+36)-49=,32
40+35+48=,123
37-37-34=,-34
34+47-35=,46
34-(34+36)=,-36
43+(47-36)=,54
38-37+49=,50
49+(43-47)=,45
42+38-44=,36
46-43+46=,49
42+(37-41)=,38
35-(42+48)=,-55
47+47-36=,58
(48+45)-36=,57
42-47+42=,37
(34+48)-38=,44
35-34-37=,-36
(45+38)-47=,36
46+36+47=,129
(41-38)+45=,48
34-(34+48)=,-48
44+34+39=,117
46-43-49=,-46
40-40+44=,44
(46+34)-45=,35
43-(41+44)=,-42
36+(48-46)=,38
42-49+42=,35
(46+48)-37=,57
(46-43)+39=,42
41+36-46=,31
44+47+44=,135
(35-35)+38=,38
(41-47)+36=,30
39+47-37=,49
49-(47+44)=,-42
46-(37+39)=,-30
45+39-46=,38
48+38+36=,122
43-(40+40)=,-37
43+(38-48)=,33
41+35-47=,29
(45+35)-48=,32
34-47+44=,31
39-47-43=,-51
37+35-44=,28
(43+36)-37=,42
(41-36)+39=,44
(38-48)+36=,26
41+44-45=,40
47-(43+38)=,-34
(38-42)+42=,38
(45-40)+42=,47
(46-36)+40=,50
35-(49+35)=,-49
34+34+41=,109
(36-47)+41=,30
49-42-36=,-29
36-43-49=,-56
(36-47)+34=,23
44-48+41=,37
38-41+47=,44
39-46+49=,42
(39-46)+41=,34
49+44+47=,140
43+47+43=,133
48+47-38=,57
40-46+48=,42
45+47+39=,131
(42+45)-38=,49
34+44+34=,112
38-41-46=,-49
(46+49)-36=,59
(38+48)-39=,47
49-36+34=,47
46-49+36=,33
43+(39-45)=,37
(35-37)+40=,38
38-48-40=,-50
36-(38+48)=,-50
35-39-38=,-42
(36-39)+37=,34
41+(45-40)=,46
43-(47+37)=,-41
(43+49)-46=,46
42-49+46=,39
44+(43-39)=,48
46+42+47=,135
42+36-40=,38
(47+42)-35=,54
47+34+46=,127
42-45-42=,-45
(48+49)-41=,56
37-(47+49)=,-59
46-38-45=,-37
36-42-43=,-49
34+38+34=,106
45+(44-43)=,46
42-(45+43)=,-46
43-41+39=,41
49-34+40=,55
43+(49-37)=,55
44+47+36=,127
40+42+43=,125
39+45-40=,44
46-40+40=,46
40+43-43=,40
(36-39)+38=,35
(43+46)-44=,45
44+(37-42)=,39
48-38+35=,45
46+34-36=,44
46-34+41=,53
45-36-39=,-30
35+(35-39)=,31
42-38+36=,40
(49-41)+44=,52
47+45+40=,132
37-45+35=,27
43+45-36=,52
47-48-48=,-49
35+47+46=,128
34-(37+37)=,-40
37+48-41=,44
45+42+38=,125
49+41+46=,136
44-(47+36)=,-39
(44-45)+40=,39
34-47-46=,-59
46+35-43=,38
(36+37)-36=,37
45+37-40=,42
42+(36-34)=,44
44-37-45=,-38
48+(45-47)=,46
47+46-47=,46
(35-40)+46=,41
42-(38+36)=,-32
36+36+34=,106
39+45-48=,36
35+(49-42)=,42
(44+39)-35=,48
46-(40+44)=,-38
46+49-38=,57
(39+47)-36=,50
39+48+46=,133
36+(38-49)=,25
40+36+34=,110
(43+40)-45=,38
(44+36)-36=,44
41+43+49=,133
42+41+48=,131
43+(46-35)=,54
48-41+44=,51
44-(36+42)=,-34
(39-48)+40=,31
(40+44)-36=,48
45+(45-43)=,47
49-36+36=,49
(45+38)-44=,39
35-(39+36)=,-40
38+(46-45)=,39
43-(35+36)=,-28
43-45+35=,33
(39-41)+35=,33
(47+35)-38=,44
(49+44)-48=,45
(46-36)+45=,55
(35-41)+35=,29
(40-38)+48=,50
47+35+40=,122
43+40+46=,129
(39-35)+37=,41
