src,tgt
12+(12-20)=,4
(24-13)+21=,32
11+19+23=,53
15+(23-25)=,13
(16+18)-14=,20
(12+22)-18=,16
(20-10)+21=,31
13-12+16=,17
16-(22+21)=,-27
(20-10)+10=,20
(15+15)-22=,8
20-(25+23)=,-28
(20-21)+23=,22
13-19+19=,13
(13+23)-11=,25
11-15+25=,21
17-18-24=,-25
24+(14-10)=,28
16-(10+15)=,-9
15+14-11=,18
17+19-23=,13
18+24+16=,58
17-24-15=,-22
11+(10-24)=,-3
22-13-19=,-10
(16+10)-24=,2
(20-21)+12=,11
13-17+23=,19
18+(22-19)=,21
(13-25)+25=,13
(22+18)-18=,22
15-19-15=,-19
24+17-12=,29
(24-11)+16=,29
19-(12+24)=,-17
23-12+20=,31
(25-13)+10=,22
14-(21+18)=,-25
(22-19)+17=,20
25-(20+24)=,-19
11+22-22=,11
(12+23)-11=,24
(12-20)+10=,2
19+20+15=,54
(21-16)+14=,19
24-(18+12)=,-6
(15+19)-16=,18
15-15-23=,-23
10-(11+15)=,-16
16+24-17=,23
13+24-14=,23
15+10+14=,39
13-14+16=,15
13+23-11=,25
(10-23)+21=,8
(10+11)-17=,4
20+(22-22)=,20
24+25+25=,74
22+21-14=,29
(13-25)+17=,5
12-(17+24)=,-29
14-(13+12)=,-11
(23-13)+10=,20
23-(17+17)=,-11
20-15+15=,20
12+10+13=,35
23-14+14=,23
(20+17)-23=,14
16-22-12=,-18
19+(10-12)=,17
17-(18+10)=,-11
25+(13-20)=,18
16+(21-10)=,27
19+(18-21)=,16
10-25-12=,-27
10+19-10=,19
16-(20+14)=,-18
11-15+15=,11
18-(16+21)=,-19
20-19+11=,12
11+(10-23)=,-2
22+14-18=,18
17+(11-11)=,17
13-18-12=,-17
(22+21)-15=,28
(13-10)+25=,28
15+(20-14)=,21
(21+21)-16=,26
11-(23+15)=,-27
11+(17-17)=,11
23-12-22=,-11
(11+12)-17=,6
13-(25+22)=,-34
13-20+21=,14
15-11+24=,28
20-17+25=,28
(14+14)-19=,9
(10-18)+13=,5
17-15+20=,22
21-17-17=,-13
(19-12)+18=,25
11-23-19=,-31
15+12-14=,13
25+21-20=,26
(22-14)+19=,27
(18+10)-16=,12
(15-16)+13=,12
13-(22+12)=,-21
10+18-12=,16
(22+22)-14=,30
19+14-25=,8
(16+23)-24=,15
10-(11+13)=,-14
13+16+17=,46
24+(11-10)=,25
12-18+13=,7
(21+18)-12=,27
14-(20+19)=,-25
10+13-22=,1
14+20+18=,52
17-(13+22)=,-18
16-18+17=,15
18+22-19=,21
16-(10+17)=,-11
12+16+10=,38
(24-21)+20=,23
23-13+22=,32
19+(25-17)=,27
23+16+22=,61
17-12+20=,25
19-23+24=,20
18-23-12=,-17
21-25+19=,15
13+20-12=,21
12+17-25=,4
21+23-19=,25
(20+16)-16=,20
16-18-20=,-22
11+14+23=,48
(15+23)-10=,28
(21+13)-11=,23
11-25+15=,1
22+12-16=,18
24+(14-24)=,14
19+21+16=,56
21-17-15=,-11
16-15-18=,-17
11+15-25=,1
23+(12-22)=,13
10-17-17=,-24
21-20-25=,-24
12+15+24=,51
15+15+22=,52
(19+25)-16=,28
(14+11)-15=,10
17-25+25=,17
24+11-23=,12
11+10-17=,4
(11-19)+20=,12
(25-17)+21=,29
11-12-12=,-13
11+(15-22)=,4
(12-11)+12=,13
24+15+25=,64
(13-24)+24=,13
21+(25-11)=,35
11+(23-16)=,18
19-(15+12)=,-8
(10-25)+19=,4
18-24-25=,-31
19+19+16=,54
18+23+19=,60
12-15+13=,10
24-19-20=,-15
17-14-19=,-16
(13-20)+22=,15
(20-21)+13=,12
(21-19)+19=,21
19-20+13=,12
13-(24+23)=,-34
(21-22)+21=,20
(19+23)-13=,29
(22-23)+24=,23
13-16+12=,9
13-18+14=,9
22+(16-22)=,16
17-19+21=,19
12-11+16=,17
24-23-25=,-24
25+(11-24)=,12
(23-22)+11=,12
19+(16-10)=,25
14+(22-17)=,19
25+21-19=,27
21+12-24=,9
18-10+15=,23
23+21+14=,58
24-24+13=,13
23+12+14=,49
19+18+23=,60
(15-10)+12=,17
24-14-12=,-2
(11+12)-23=,0
15+22-13=,24
14+20-20=,14
10+12-24=,-2
(16-17)+22=,21
15+19+10=,44
12+17-24=,5
14+11+19=,44
16+(17-17)=,16
22-15-17=,-10
15+17+11=,43
14+17-25=,6
19+25+19=,63
(10+13)-14=,9
17-(25+10)=,-18
16+18+23=,57
(22-16)+24=,30
24+24+16=,64
17-(15+14)=,-12
(13-13)+25=,25
23+(12-10)=,25
20+(18-23)=,15
25+21+19=,65
(13+13)-21=,5
24-23+23=,24
17-(10+21)=,-14
21+(18-20)=,19
20+15+23=,58
16-13+20=,23
(20+25)-21=,24
14-(11+13)=,-10
(12+23)-23=,12
19+21-13=,27
16-18+24=,22
11-22-20=,-31
22-24-14=,-16
10-(14+11)=,-15
10-18+24=,16
22+(24-21)=,25
17-(23+10)=,-16
18-17-17=,-16
10-(13+10)=,-13
24-21-16=,-13
13+(18-19)=,12
15-14+17=,18
(21+21)-10=,32
15-(14+24)=,-23
14-14-17=,-17
14-(11+15)=,-12
(25+10)-21=,14
23+10+19=,52
15-19+10=,6
(25-11)+25=,39
(21-17)+22=,26
20+17-17=,20
23-25+23=,21
17+17+17=,51
16+12-11=,17
(13+18)-25=,6
17+12-23=,6
22+(19-22)=,19
13+14+23=,50
15+23+10=,48
21-(21+23)=,-23
(20+24)-20=,24
16-14-11=,-9
24+16+12=,52
(23-15)+11=,19
12+20+15=,47
14-19-19=,-24
22+(24-20)=,26
14+22-14=,22
17-18-17=,-18
19+(23-25)=,17
11-(16+15)=,-20
(10-19)+21=,12
(15+14)-18=,11
19+(21-13)=,27
20+23-19=,24
22+15+24=,61
13+14-14=,13
(16-15)+19=,20
19-(17+18)=,-16
12+(21-16)=,17
(25-12)+13=,26
12-(21+21)=,-30
19+(10-14)=,15
17+22+17=,56
15+(11-21)=,5
21+(19-14)=,26
16-17+19=,18
(14+14)-11=,17
(15+10)-18=,7
12+24-11=,25
25+18+13=,56
20-19-24=,-23
23-(18+17)=,-12
15-16+18=,17
12+(20-18)=,14
16-12+12=,16
(13+21)-19=,15
18-19+17=,16
12+(17-14)=,15
12-14-15=,-17
23-(10+13)=,0
13+14+12=,39
22-15+15=,22
19-(19+21)=,-21
25-10+12=,27
25-24-16=,-15
(22+24)-16=,30
24+(21-20)=,25
(14-25)+23=,12
12+(13-20)=,5
24+(15-10)=,29
23+16+24=,63
19-(12+12)=,-5
13+14-23=,4
21+12+11=,44
11-18+10=,3
25+12+22=,59
16+(14-21)=,9
10-(14+14)=,-18
(19+10)-22=,7
16+21-25=,12
(14+24)-13=,25
(15+13)-18=,10
(11+22)-12=,21
15-20+24=,19
(24-25)+13=,12
17-15+12=,14
(25-13)+16=,28
(13-23)+24=,14
16-25+22=,13
19+12-14=,17
11+(24-25)=,10
(24-12)+16=,28
20+25+10=,55
10+21+24=,55
17+(18-21)=,14
22+18-25=,15
19+(16-21)=,14
(12-24)+18=,6
(23+25)-24=,24
14+17+19=,50
20-15-21=,-16
23+13+24=,60
23-11+12=,24
22+25+16=,63
19-(22+13)=,-16
(24-14)+16=,26
(13+24)-15=,22
24+12-12=,24
15+(15-23)=,7
14-25-19=,-30
14+13-21=,6
(12-10)+20=,22
22+23-16=,29
14+25-13=,26
(12+19)-18=,13
18-10-18=,-10
12-(13+21)=,-22
22+21-16=,27
15-10+15=,20
25+10-17=,18
17+25-10=,32
14-10+11=,15
(13-19)+21=,15
(19-25)+24=,18
10+(11-25)=,-4
16+(12-23)=,5
10-24-14=,-28
(11+18)-24=,5
19+14-14=,19
(16+20)-15=,21
20+25-23=,22
(22-23)+13=,12
(22-22)+10=,10
16-12-19=,-15
19+(25-20)=,24
19+(16-20)=,15
(16+11)-11=,16
18-(13+22)=,-17
(23-14)+23=,32
21+(11-22)=,10
(13-15)+21=,19
24+(10-18)=,16
14+15-20=,9
18-19-22=,-23
21-(24+22)=,-25
12+16+23=,51
(15+24)-12=,27
(12+16)-15=,13
18-(11+25)=,-18
24-15+18=,27
17-25+13=,5
15+(20-15)=,20
(12-19)+21=,14
10+(20-11)=,19
21-15+13=,19
(20-16)+16=,20
18-14-24=,-20
(16-18)+18=,16
19-15-25=,-21
17-14-15=,-12
10+25-17=,18
(11+12)-24=,-1
(21+19)-18=,22
17-(23+25)=,-31
(21+23)-21=,23
19-19-21=,-21
(14+10)-20=,4
14+23-14=,23
25+24+23=,72
14-11+13=,16
25-(11+13)=,1
14-(22+21)=,-29
(19-10)+13=,22
12-17+17=,12
11+(23-18)=,16
20-22-21=,-23
(16-14)+19=,21
13-(12+10)=,-9
10+(11-17)=,4
10-(10+21)=,-21
(11-11)+13=,13
18+11+11=,40
(13+19)-21=,11
16-19+15=,12
20+16+21=,57
16+(18-21)=,13
19+24+16=,59
(17-18)+19=,18
10+(14-22)=,2
14+25-11=,28
(22+17)-20=,19
10-(17+15)=,-22
23+19-20=,22
21+12+20=,53
18+25+13=,56
19-19-24=,-24
11+(16-24)=,3
23+25-19=,29
(23+23)-15=,31
11+10+17=,38
(15-10)+20=,25
(18+11)-16=,13
12-(21+17)=,-26
(17-18)+15=,14
15+14+13=,42
15+(14-25)=,4
16+(13-13)=,16
16-(12+18)=,-14
18-19-25=,-26
10-15+24=,19
20+10-20=,10
11+(25-24)=,12
(18+17)-25=,10
11+10+13=,34
11+(18-14)=,15
(23-19)+11=,15
17+(19-22)=,14
22-13+24=,33
18-23-14=,-19
17+(17-22)=,12
14-15-20=,-21
17+24+21=,62
(17-13)+14=,18
25-25+21=,21
18-(17+16)=,-15
20-(18+13)=,-11
(14-23)+10=,1
(22-10)+25=,37
(11-12)+13=,12
16+20-11=,25
22-18-12=,-8
13+15+13=,41
20-18+23=,25
14-(20+23)=,-29
12-17-20=,-25
21-14-23=,-16
25-16-21=,-12
23+21+17=,61
22+(14-25)=,11
12+23+23=,58
15+12+16=,43
(25-17)+11=,19
24+(10-14)=,20
11+15-24=,2
(24-16)+14=,22
(13+25)-11=,27
(14-23)+18=,9
(12-14)+22=,20
(19+17)-10=,26
(20+10)-22=,8
18-11-23=,-16
21+20-20=,21
14+20-23=,11
(16-25)+21=,12
24-20-10=,-6
25-(16+22)=,-13
23-(13+19)=,-9
23-24+23=,22
23+19+25=,67
16+24-12=,28
23-25+10=,8
20+(16-13)=,23
(13+14)-22=,5
15-(12+25)=,-22
(15+12)-24=,3
(19+19)-10=,28
24+25-12=,37
18-13+11=,16
18-(15+11)=,-8
25-25+17=,17
20+17-16=,21
21-14-11=,-4
(25+20)-14=,31
21-(12+25)=,-16
20+19-22=,17
12+14-14=,12
16-(20+15)=,-19
12-14-17=,-19
(12+11)-13=,10
11-(24+10)=,-23
20+19+10=,49
15-(17+14)=,-16
24+18-15=,27
14-(16+14)=,-16
(16-20)+13=,9
24-(22+22)=,-20
(11-18)+16=,9
20+12-24=,8
10+(12-14)=,8
21+17+22=,60
10+10-10=,10
(17-17)+18=,18
12-24+16=,4
22-16-21=,-15
17-12+13=,18
24-16-19=,-11
14+(25-23)=,16
13+(15-21)=,7
15-16-23=,-24
11-22+16=,5
(15+17)-17=,15
(13+15)-13=,15
(24-19)+17=,22
(21+12)-19=,14
14-25+11=,0
25-17+10=,18
19-17-15=,-13
(18+18)-13=,23
(17+10)-16=,11
10-21-23=,-34
24+(19-19)=,24
(24+16)-15=,25
10-15+18=,13
20-11+11=,20
12+21-10=,23
(19+11)-11=,19
(23+18)-20=,21
12+20-21=,11
22+15-24=,13
23-(25+14)=,-16
(17-18)+22=,21
(12+18)-15=,15
17+12+13=,42
18-17+15=,16
14+(15-23)=,6
22-14+22=,30
15+(22-18)=,19
15-(23+16)=,-24
25+23-16=,32
11+(19-13)=,17
10+(25-18)=,17
(12+21)-14=,19
17-11+11=,17
12+(12-14)=,10
24-14+22=,32
(24+19)-10=,33
12+22-20=,14
24-(20+11)=,-7
15+18+13=,46
14-11+21=,24
12+15-18=,9
13+(19-13)=,19
(23+23)-23=,23
12+25+14=,51
16-16-22=,-22
20+(16-22)=,14
15-12-20=,-17
(14+23)-16=,21
(12-13)+11=,10
(20+13)-14=,19
(19-19)+13=,13
25-(22+22)=,-19
10+12-11=,11
16+(17-15)=,18
14+(14-17)=,11
17-21-17=,-21
(16-17)+12=,11
23-12-14=,-3
(18+22)-20=,20
23+(14-13)=,24
22-22-18=,-18
19-(12+19)=,-12
15+23+12=,50
11+16-19=,8
17-11+19=,25
14+25+17=,56
25-21-16=,-12
11-18+11=,4
16+24-19=,21
(18-22)+24=,20
24+(16-23)=,17
16+20+24=,60
20-19+23=,24
10+16+18=,44
17+16+15=,48
12+(17-25)=,4
25+(11-11)=,25
(16-12)+22=,26
18+10-22=,6
(20+20)-21=,19
19-22-12=,-15
22+19+18=,59
16+19+21=,56
14+16+16=,46
22+(14-10)=,26
12-(17+13)=,-18
12+23+18=,53
24-(11+20)=,-7
(25+11)-13=,23
10-(23+21)=,-34
23-(10+24)=,-11
(21+17)-24=,14
16+20-19=,17
13-12-11=,-10
(14+12)-23=,3
24-17-15=,-8
10-10+18=,18
(12+16)-25=,3
(15-18)+14=,11
12+10+24=,46
(12+15)-18=,9
(21-23)+25=,23
24+20+23=,67
11+20-19=,12
(17+17)-18=,16
14-12-18=,-16
15-(21+14)=,-20
24-16-12=,-4
(23+15)-16=,22
13-25-21=,-33
(13-18)+11=,6
20+22+18=,60
(15-20)+18=,13
14-(12+20)=,-18
(11+12)-21=,2
(13+15)-11=,17
(10-10)+22=,22
12-10-15=,-13
(11+10)-19=,2
17-16+15=,16
18-10+22=,30
(11+10)-15=,6
20+14+23=,57
13+(12-12)=,13
13-19+14=,8
19-12+25=,32
19-15-10=,-6
14-(22+13)=,-21
11+20-18=,13
13-20+25=,18
13+14+19=,46
11-(12+17)=,-18
17-12+22=,27
14-20+23=,17
25+13+13=,51
(19+20)-18=,21
(12+12)-19=,5
(20+19)-11=,28
(21+24)-10=,35
14+(19-18)=,15
16-(18+24)=,-26
(18+20)-21=,17
(12+12)-17=,7
11-15+16=,12
(20-15)+14=,19
17-(23+19)=,-25
16+18-22=,12
14+14-15=,13
(24+22)-16=,30
20+(25-14)=,31
16+(22-13)=,25
24+(18-12)=,30
24-18+23=,29
12+25-11=,26
13+(20-16)=,17
(21-15)+18=,24
19+12+10=,41
17-12-17=,-12
12-(18+19)=,-25
11-14-20=,-23
19-11-19=,-11
25+(24-13)=,36
(24+14)-23=,15
24-(16+12)=,-4
12+10-25=,-3
(12-10)+17=,19
19-20-24=,-25
(21+23)-25=,19
24+10-20=,14
13-24+11=,0
15-14-22=,-21
13+25+17=,55
13-13-22=,-22
20+19+17=,56
10-(20+11)=,-21
(21+11)-19=,13
22-(18+16)=,-12
(16-16)+19=,19
10-20+12=,2
(11+13)-17=,7
18-(18+19)=,-19
(11+14)-16=,9
(23-11)+17=,29
18+(20-22)=,16
(11+24)-14=,21
12+22+18=,52
13+(20-20)=,13
16-16+24=,24
20-(12+22)=,-14
15+18+18=,51
19-(18+16)=,-15
(19-19)+25=,25
(18+10)-23=,5
17+21-16=,22
24+20-22=,22
19-24+20=,15
21+(16-19)=,18
16-25+10=,1
(19+21)-12=,28
(24-14)+18=,28
24-(16+13)=,-5
16+14-16=,14
18-18+16=,16
24-(15+24)=,-15
17+(12-19)=,10
15-(13+20)=,-18
25-(14+10)=,1
21+10-13=,18
18-24-20=,-26
23+23-23=,23
(22-10)+15=,27
21-(17+24)=,-20
18+21+13=,52
12+16-18=,10
23-23-18=,-18
15+19+12=,46
23-(14+13)=,-4
(22-16)+21=,27
25-(23+14)=,-12
14-11-24=,-21
19+20+16=,55
17-(15+16)=,-14
18+12-20=,10
21-(14+10)=,-3
(25-17)+16=,24
19+(10-24)=,5
(12+24)-25=,11
(18-12)+13=,19
14+(21-17)=,18
24-13-19=,-8
(21+22)-19=,24
(11+19)-15=,15
(25+19)-12=,32
17-24+21=,14
16-25-10=,-19
12+(18-15)=,15
15-25+22=,12
23+12-14=,21
14-10+21=,25
(19-22)+11=,8
21-18+12=,15
22-25-10=,-13
21+13+14=,48
24+18+19=,61
12+17+24=,53
10-(15+15)=,-20
23+(21-20)=,24
13-18-15=,-20
12+10+21=,43
11-10+14=,15
20+(24-23)=,21
11+(19-23)=,7
(11-25)+19=,5
(19+25)-24=,20
25+10+16=,51
10-22+22=,10
21-19-20=,-18
19+11+18=,48
(15+13)-23=,5
24+24-11=,37
21+21+14=,56
12-13-17=,-18
(15+15)-17=,13
(16-19)+22=,19
22-23-16=,-17
20-23+10=,7
20+14+24=,58
16+13+18=,47
24-(21+19)=,-16
(21-20)+18=,19
17+12+21=,50
18+18+24=,60
(20-18)+22=,24
10+17-15=,12
15+24+19=,58
12-13-18=,-19
16-(18+16)=,-18
(20+24)-11=,33
11-22-17=,-28
10+21+22=,53
22-(19+24)=,-21
11-24+13=,0
21+(10-22)=,9
10+(20-25)=,5
(10+21)-17=,14
12+(12-17)=,7
(21-15)+11=,17
16-12-15=,-11
13-(15+17)=,-19
(16-17)+18=,17
24+14+17=,55
(20-23)+22=,19
(15+10)-11=,14
(14+15)-10=,19
25+(10-17)=,18
(19+13)-22=,10
13-19-24=,-30
24+(24-21)=,27
17+18+19=,54
25-24+23=,24
(11-24)+16=,3
22+14+12=,48
18-(23+12)=,-17
12-(25+14)=,-27
18-16-13=,-11
17-17-24=,-24
22-17-12=,-7
14-16+15=,13
18-(12+20)=,-14
24-11+10=,23
10-25+25=,10
11-(10+10)=,-9
18+18+14=,50
17-(15+15)=,-13
10+(18-23)=,5
19+12+22=,53
17+23-19=,21
24+11-24=,11
(24+20)-17=,27
20-13+24=,31
(18+17)-23=,12
(10-13)+14=,11
22-10-17=,-5
(17+18)-17=,18
(24+17)-23=,18
(12-18)+10=,4
17-20-23=,-26
21+16+10=,47
(15+10)-15=,10
14+20+24=,58
(10+16)-21=,5
10-(14+16)=,-20
25-(15+20)=,-10
25-16-16=,-7
22+10-14=,18
23-11+23=,35
20+(10-10)=,20
11-20-23=,-32
21-15+20=,26
14-(16+16)=,-18
25+25-17=,33
(12+18)-24=,6
20+25+15=,60
21-13+10=,18
17+12+23=,52
21+(23-15)=,29
(13-10)+15=,18
(13-15)+12=,10
10+21-24=,7
(11-21)+13=,3
(15-10)+14=,19
23-(12+15)=,-4
25+12-21=,16
10-18+12=,4
25-20+19=,24
15+(13-19)=,9
14-10+12=,16
(22-21)+18=,19
16+13+25=,54
(19-13)+18=,24
14-11-11=,-8
16-21-14=,-19
18-16+19=,21
15-21+25=,19
17-25-15=,-23
14-(13+15)=,-14
17+(11-24)=,4
15+(24-18)=,21
11-14+25=,22
25+11-14=,22
22+(19-19)=,22
20-24-23=,-27
(24-19)+14=,19
19-(16+12)=,-9
(22+18)-12=,28
22+17+15=,54
17-19+14=,12
13-15+23=,21
15-(22+12)=,-19
(22+21)-13=,30
11+21-12=,20
10+(10-20)=,0
20+24-24=,20
10+19+18=,47
22-19-12=,-9
(10-15)+11=,6
12+20-24=,8
23-(13+15)=,-5
24-(19+10)=,-5
11+13+24=,48
23-(19+10)=,-6
(12+24)-15=,21
11+18+23=,52
20-10+12=,22
24-(25+15)=,-16
16-10-16=,-10
14+21+20=,55
14-13-15=,-14
23+(19-16)=,26
21-14-10=,-3
(15-20)+21=,16
23-13-15=,-5
19-16+22=,25
14+(16-24)=,6
(20+15)-19=,16
16-(17+12)=,-13
21+(21-13)=,29
(23+24)-24=,23
(13-23)+22=,12
10+10+21=,41
(18+17)-24=,11
22+13+24=,59
(10-22)+25=,13
20-23+23=,20
12+14+20=,46
21-(20+20)=,-19
(12-18)+20=,14
(16-18)+17=,15
12+(19-24)=,7
20-21+11=,10
12+25-20=,17
20-25+17=,12
22+(20-10)=,32
14+25+12=,51
25+22-19=,28
10-(11+22)=,-23
(20+24)-13=,31
11-(20+17)=,-26
23-13+14=,24
14-(14+14)=,-14
25+(12-17)=,20
13+21+18=,52
10+13+10=,33
(19-24)+17=,12
19+(14-17)=,16
23-(25+25)=,-27
(25-18)+12=,19
22-(24+15)=,-17
(18+24)-25=,17
(10-23)+22=,9
19-14-12=,-7
22+(14-15)=,21
20-(15+19)=,-14
15-13+19=,21
14+18+20=,52
(14-13)+13=,14
11+(19-17)=,13
16+(15-17)=,14
(13+23)-21=,15
(19-10)+23=,32
(12+24)-10=,26
(16-25)+23=,14
23+12+24=,59
(17+22)-11=,28
13+17-10=,20
24-(20+15)=,-11
(25+10)-18=,17
17-(12+10)=,-5
(19+10)-10=,19
10-20+25=,15
12+(16-19)=,9
(11+15)-24=,2
18+24-10=,32
23+(13-11)=,25
11-(13+23)=,-25
14+17+21=,52
10+25+15=,50
15+(14-17)=,12
17-25+22=,14
19+(16-11)=,24
12-22-18=,-28
(17+12)-22=,7
16+(14-19)=,11
16-14+11=,13
(24+22)-17=,29
18+21+22=,61
18+16+10=,44
(20-13)+12=,19
(17-20)+14=,11
(17+11)-22=,6
20+22-16=,26
(22-17)+19=,24
23+14-19=,18
11-20+23=,14
(16-12)+14=,18
14+21-14=,21
13-15-19=,-21
(17+16)-14=,19
21-(24+15)=,-18
20-22+24=,22
11+23+19=,53
23+(22-25)=,20
24-24-20=,-20
21+22-25=,18
(10-20)+20=,10
(25+17)-22=,20
(21-21)+24=,24
(23+16)-12=,27
(21+12)-25=,8
16+11+24=,51
13-13-10=,-10
10+23-11=,22
10-(10+12)=,-12
19+(23-12)=,30
14-13+25=,26
25+(19-23)=,21
18+14-20=,12
22-19+22=,25
18+(13-17)=,14
11-(18+24)=,-31
23+23-12=,34
(24+21)-12=,33
18-23+18=,13
(10+24)-14=,20
11-10-13=,-12
(21+14)-23=,12
22+12+23=,57
(17-14)+21=,24
10-(10+24)=,-24
20+10+15=,45
22-19-25=,-22
16-16+20=,20
(22+10)-21=,11
19-(17+20)=,-18
12+(24-22)=,14
18-25+18=,11
(22+24)-13=,33
(22-19)+15=,18
17+12-22=,7
20+23+20=,63
(11-11)+14=,14
(17-23)+12=,6
15+23-13=,25
25-(23+20)=,-18
22-(13+15)=,-6
21+15-22=,14
24+14+12=,50
19-(16+16)=,-13
19+(14-24)=,9
17+11-23=,5
(21+11)-24=,8
10-23+20=,7
15-23-19=,-27
13+11-20=,4
(19+12)-13=,18
(17-12)+15=,20
(14-24)+12=,2
17+20-21=,16
23-(19+14)=,-10
(14-18)+18=,14
(21-16)+18=,23
(22-12)+16=,26
11-(25+11)=,-25
10+10+17=,37
(12-23)+17=,6
25-18-12=,-5
12-19-25=,-32
(12-23)+10=,-1
20-24+17=,13
14-17+23=,20
15-22+25=,18
(15-22)+17=,10
25+20+23=,68
19+23+19=,61
24+23-14=,33
16-22+24=,18
21+23+15=,59
(18+21)-14=,25
10+20+10=,40
14-17-22=,-25
(22+25)-12=,35
(14+24)-15=,23
25-12+10=,23
22-25+12=,9
19+(15-21)=,13
(11-13)+16=,14
14-24-16=,-26
12-(14+24)=,-26
11-15-14=,-18
(12-15)+13=,10
17+(21-16)=,22
19-(23+13)=,-17
(19+25)-22=,22
18-25+22=,15
20+(19-15)=,24
22+18+23=,63
18+12-16=,14
(23+18)-11=,30
23+10+22=,55
18-21-18=,-21
(24+25)-17=,32
13-(23+25)=,-35
22-14-21=,-13
12-18-19=,-25
10+14+10=,34
21+(20-19)=,22
18-(21+19)=,-22
19-17+15=,17
25-10+16=,31
19+(25-13)=,31
20+23+12=,55
16+18+19=,53
15+21-16=,20
22-16+16=,22
16+19-19=,16
(12-15)+14=,11
(19+22)-20=,21
20+(13-18)=,15
24-14+11=,21
22+10-12=,20
22-10+17=,29
21-12-15=,-6
11+(11-15)=,7
18-14+12=,16
(25-17)+20=,28
23+21+16=,60
13-21+11=,3
19+21-12=,28
23-24-24=,-25
11+23+22=,56
10-(13+13)=,-16
13+24-17=,20
21+18+14=,53
25+17+22=,64
20-(23+12)=,-15
(20-21)+16=,15
10-23-22=,-35
22+11-19=,14
(12+13)-12=,13
21+13-16=,18
18+(12-10)=,20
20-13-21=,-14
24+(21-23)=,22
23+22-23=,22
(11-16)+22=,17
18-(14+12)=,-8
12+12+10=,34
15+21-24=,12
11+(25-18)=,18
(20+15)-11=,24
22-(16+20)=,-14
22+25-14=,33
(15+23)-12=,26
15+24+22=,61
12+(14-25)=,1
16+12+10=,38
(19+16)-21=,14
(20+12)-12=,20
17+19+25=,61
18+17+24=,59
19+(22-11)=,30
24-17+20=,27
20-(12+18)=,-10
(15-24)+16=,7
(16+20)-12=,24
21+(21-19)=,23
25-12+12=,25
(21+14)-20=,15
11-(15+12)=,-16
14+(22-21)=,15
19-(11+12)=,-4
19-21+11=,9
(15-17)+11=,9
(23+11)-14=,20
(25+20)-24=,21
(22-12)+21=,31
(11-17)+11=,5
(16-14)+24=,26
23+11+16=,50
19+16+22=,57
